"","station","Variable","date","mean_daily"
"1098","nartswq","no23f","2009-12-02",NA
"1099","nartswq","no23f","2010-01-11",NA
"1100","nartswq","no23f","2010-02-18",NA
"1101","nartswq","no23f","2010-03-10",NA
"1102","nartswq","no23f","2010-04-12",NA
"1103","nartswq","no23f","2010-05-11",NA
"1104","nartswq","no23f","2010-06-10",NA
"1105","nartswq","no23f","2010-07-12",NA
"1106","nartswq","no23f","2010-08-10",NA
"1107","nartswq","no23f","2010-09-07",NA
"1108","nartswq","no23f","2010-10-06",NA
"1109","nartswq","no23f","2010-11-04",NA
"1110","nartswq","no23f","2010-12-07",NA
"1111","nartswq","no23f","2011-01-05",NA
"1112","nartswq","no23f","2011-02-03",NA
"1113","nartswq","no23f","2011-03-03",NA
"1114","nartswq","no23f","2011-04-14",NA
"1115","nartswq","no23f","2011-05-12",NA
"1116","nartswq","no23f","2011-06-16",NA
"1117","nartswq","no23f","2011-07-11",NA
"1118","nartswq","no23f","2011-08-09",NA
"1119","nartswq","no23f","2011-09-07",NA
"1120","nartswq","no23f","2011-10-11",NA
"1121","nartswq","no23f","2011-11-09",NA
"1122","nartswq","no23f","2011-12-08",NA
"1123","nartswq","no23f","2012-01-09",NA
"1124","nartswq","no23f","2012-02-09",NA
"1125","nartswq","no23f","2012-03-07",NA
"1126","nartswq","no23f","2012-04-04",NA
"1127","nartswq","no23f","2012-05-02",NA
"1128","nartswq","no23f","2012-06-06",NA
"1129","nartswq","no23f","2012-07-08",NA
"1130","nartswq","no23f","2012-08-16",NA
"1131","nartswq","no23f","2012-09-14",NA
"1132","nartswq","no23f","2012-10-12",NA
"1133","nartswq","no23f","2012-11-13",NA
"1134","nartswq","no23f","2012-12-03",NA
"1135","nartswq","no23f","2013-01-09",NA
"1136","nartswq","no23f","2013-02-06",NA
"1137","nartswq","no23f","2013-03-11",NA
"1138","nartswq","no23f","2013-04-10",NA
"1139","nartswq","no23f","2013-05-06",NA
"1140","nartswq","no23f","2013-06-05",NA
"1141","nartswq","no23f","2013-07-05",NA
"1142","nartswq","no23f","2013-08-05",NA
"1143","nartswq","no23f","2013-09-05",NA
"1144","nartswq","no23f","2013-10-04",NA
"1145","nartswq","no23f","2013-11-04",NA
"1146","nartswq","no23f","2013-12-03",0.049
"1147","nartswq","no23f","2014-01-13",NA
"1148","nartswq","no23f","2014-02-17",NA
"1149","nartswq","no23f","2014-03-10",NA
"1150","nartswq","no23f","2014-04-09",NA
"1151","nartswq","no23f","2014-05-13",NA
"1152","nartswq","no23f","2014-06-23",NA
"1153","nartswq","no23f","2014-07-21",NA
"1154","nartswq","no23f","2014-08-18",NA
"1155","nartswq","no23f","2014-09-08",NA
"1156","nartswq","no23f","2014-10-06",0.0145
"1157","nartswq","no23f","2014-11-10",0.0615
"1158","nartswq","no23f","2014-12-01",0.0975
"1159","nartswq","no23f","2015-01-05",0.0915
"1160","nartswq","no23f","2015-02-18",0.008
"1161","nartswq","no23f","2015-03-30",NA
"1162","nartswq","no23f","2015-04-27",0.0085
"1163","nartswq","no23f","2015-05-18",NA
"1164","nartswq","no23f","2015-06-16",NA
"1165","nartswq","no23f","2015-07-13",NA
"1166","nartswq","no23f","2015-08-10",NA
"1167","nartswq","no23f","2015-09-07",NA
"1168","nartswq","no23f","2015-10-26",NA
"1169","nartswq","no23f","2015-11-09",0.02
"1170","nartswq","no23f","2015-12-07",0.0605
"1171","nartswq","no23f","2016-01-18",0.116
"1172","nartswq","no23f","2016-02-17",NA
"1173","nartswq","no23f","2016-03-22",NA
"1174","nartswq","no23f","2016-04-18",NA
"1175","nartswq","no23f","2016-05-16",NA
"1176","nartswq","no23f","2016-06-20",NA
"1177","nartswq","no23f","2016-07-18",NA
"1178","nartswq","no23f","2016-08-15",NA
"1179","nartswq","no23f","2016-09-12",NA
"1180","nartswq","no23f","2016-10-25",NA
"1181","nartswq","no23f","2016-11-14",NA
"1182","nartswq","no23f","2016-12-13",0.024
"1183","nartswq","no23f","2017-01-30",0.012
"1184","nartswq","no23f","2017-02-27",NA
"1185","nartswq","no23f","2017-03-27",NA
"1186","nartswq","no23f","2017-04-24",NA
"1187","nartswq","no23f","2017-05-23",NA
"1188","nartswq","no23f","2017-06-05",NA
"1189","nartswq","no23f","2017-07-03",NA
"1190","nartswq","no23f","2017-08-07",NA
"1191","nartswq","no23f","2017-09-05",NA
"1192","nartswq","no23f","2017-10-16",0.015
"1193","nartswq","no23f","2017-11-28",0.129
"1194","nartswq","no23f","2017-12-27",NA
"1195","nartswq","no23f","2018-01-29",NA
"1196","nartswq","no23f","2018-02-13",NA
"1197","nartswq","no23f","2018-03-27",NA
"1198","nartswq","no23f","2018-04-24",NA
"1199","nartswq","no23f","2018-05-15",NA
"1200","nartswq","no23f","2018-06-12",NA
"1201","nartswq","no23f","2018-07-12",NA
"1202","nartswq","no23f","2018-08-07",NA
"1203","nartswq","no23f","2018-09-05",NA
"1204","nartswq","no23f","2018-10-09",0.0865
"1205","nartswq","no23f","2018-11-06",0.158
"1206","nartswq","no23f","2018-12-04",0.1955
"1207","nartswq","no23f","2019-01-15",0.16745
"1208","nartswq","no23f","2019-02-04",NA
"1209","nartswq","no23f","2019-03-18",NA
"1210","nartswq","no23f","2019-04-16",NA
"1211","nartswq","no23f","2019-05-14",NA
"1212","nartswq","no23f","2019-06-03",NA
"1213","nartswq","no23f","2019-07-16",NA
"1214","nartswq","no23f","2019-08-13",NA
"1215","nartswq","no23f","2019-09-09",NA
"1216","nartswq","no23f","2019-10-08",0.0263
"1217","nartswq","no23f","2019-11-11",0.03695
"1218","nartswq","no23f","2019-12-10",0.0751
"1219","nartswq","no2f","2007-01-16",0.0055
"1220","nartswq","no2f","2007-02-28",NA
"1221","nartswq","no2f","2007-03-27",0.001
"1222","nartswq","no2f","2007-04-11",0.001
"1223","nartswq","no2f","2007-05-16",0.001
"1224","nartswq","no2f","2007-06-22",NA
"1225","nartswq","no2f","2007-07-11",NA
"1226","nartswq","no2f","2007-08-24",NA
"1227","nartswq","no2f","2007-09-21",0.002
"1228","nartswq","no2f","2007-10-19",0.011
"1229","nartswq","no2f","2007-11-26",0.0115
"1230","nartswq","no2f","2008-01-02",NA
"1231","nartswq","no2f","2008-01-18",NA
"1232","nartswq","no2f","2008-02-20",NA
"1233","nartswq","no2f","2008-03-31",NA
"1234","nartswq","no2f","2008-04-30",NA
"1235","nartswq","no2f","2008-05-29",NA
"1236","nartswq","no2f","2008-06-19",NA
"1237","nartswq","no2f","2008-07-17",NA
"1238","nartswq","no2f","2008-08-15",NA
"1239","nartswq","no2f","2008-09-15",NA
"1240","nartswq","no2f","2008-10-10",NA
"1241","nartswq","no2f","2008-11-12",NA
"1242","nartswq","no2f","2008-12-08",NA
"1243","nartswq","no2f","2009-01-08",NA
"1244","nartswq","no2f","2009-02-05",NA
"1245","nartswq","no2f","2009-03-09",NA
"1246","nartswq","no2f","2009-04-07",NA
"1247","nartswq","no2f","2009-05-06",NA
"1248","nartswq","no2f","2009-06-08",NA
"1249","nartswq","no2f","2009-07-09",NA
"1250","nartswq","no2f","2009-08-06",NA
"1251","nartswq","no2f","2009-09-03",NA
"1252","nartswq","no2f","2009-10-17",NA
"1253","nartswq","no2f","2009-11-04",NA
"1254","nartswq","no2f","2009-12-02",NA
"1255","nartswq","no2f","2010-01-11",NA
"1256","nartswq","no2f","2010-02-18",NA
"1257","nartswq","no2f","2010-03-10",NA
"1258","nartswq","no2f","2010-04-12",NA
"1259","nartswq","no2f","2010-05-11",NA
"1260","nartswq","no2f","2010-06-10",NA
"1261","nartswq","no2f","2010-07-12",NA
"1262","nartswq","no2f","2010-08-10",NA
"1263","nartswq","no2f","2010-09-07",NA
"1264","nartswq","no2f","2010-10-06",NA
"1265","nartswq","no2f","2010-11-04",NA
"1266","nartswq","no2f","2010-12-07",NA
"1267","nartswq","no2f","2011-01-05",NA
"1268","nartswq","no2f","2011-02-03",NA
"1269","nartswq","no2f","2011-03-03",NA
"1270","nartswq","no2f","2011-04-14",NA
"1271","nartswq","no2f","2011-05-12",NA
"1272","nartswq","no2f","2011-06-16",NA
"1273","nartswq","no2f","2011-07-11",NA
"1274","nartswq","no2f","2011-08-09",NA
"1275","nartswq","no2f","2011-09-07",NA
"1276","nartswq","no2f","2011-10-11",NA
"1277","nartswq","no2f","2011-11-09",NA
"1278","nartswq","no2f","2011-12-08",NA
"1279","nartswq","no2f","2012-01-09",NA
"1280","nartswq","no2f","2012-02-09",NA
"1281","nartswq","no2f","2012-03-07",NA
"1282","nartswq","no2f","2012-04-04",NA
"1283","nartswq","no2f","2012-05-02",NA
"1284","nartswq","no2f","2012-06-06",NA
"1285","nartswq","no2f","2012-07-08",NA
"1286","nartswq","no2f","2012-08-16",NA
"1287","nartswq","no2f","2012-09-14",NA
"1288","nartswq","no2f","2012-10-12",NA
"1289","nartswq","no2f","2012-11-13",NA
"1290","nartswq","no2f","2012-12-03",NA
"1291","nartswq","no2f","2013-01-09",NA
"1292","nartswq","no2f","2013-02-06",NA
"1293","nartswq","no2f","2013-03-11",NA
"1294","nartswq","no2f","2013-04-10",NA
"1295","nartswq","no2f","2013-05-06",NA
"1296","nartswq","no2f","2013-06-05",NA
"1297","nartswq","no2f","2013-07-05",NA
"1298","nartswq","no2f","2013-08-05",NA
"1299","nartswq","no2f","2013-09-05",NA
"1300","nartswq","no2f","2013-10-04",NA
"1301","nartswq","no2f","2013-11-04",NA
"1302","nartswq","no2f","2013-12-03",0.002
"1303","nartswq","no2f","2014-01-13",NA
"1304","nartswq","no2f","2014-02-17",NA
"1305","nartswq","no2f","2014-03-10",NA
"1306","nartswq","no2f","2014-04-09",NA
"1307","nartswq","no2f","2014-05-13",NA
"1308","nartswq","no2f","2014-06-23",NA
"1309","nartswq","no2f","2014-07-21",NA
"1310","nartswq","no2f","2014-08-18",NA
"1311","nartswq","no2f","2014-09-08",NA
"1312","nartswq","no2f","2014-10-06",0.0035
"1313","nartswq","no2f","2014-11-10",0.0085
"1314","nartswq","no2f","2014-12-01",0.009
"1315","nartswq","no2f","2015-01-05",NA
"1316","nartswq","no2f","2015-02-18",NA
"1317","nartswq","no2f","2015-03-30",NA
"1318","nartswq","no2f","2015-04-27",NA
"1319","nartswq","no2f","2015-05-18",NA
"1320","nartswq","no2f","2015-06-16",NA
"1321","nartswq","no2f","2015-07-13",NA
"1322","nartswq","no2f","2015-08-10",NA
"1323","nartswq","no2f","2015-09-07",NA
"1324","nartswq","no2f","2015-10-26",NA
"1325","nartswq","no2f","2015-11-09",NA
"1326","nartswq","no2f","2015-12-07",0.0075
"1327","nartswq","no2f","2016-01-18",0.004
"1328","nartswq","no2f","2016-02-17",NA
"1329","nartswq","no2f","2016-03-22",NA
"1330","nartswq","no2f","2016-04-18",NA
"1331","nartswq","no2f","2016-05-16",NA
"1332","nartswq","no2f","2016-06-20",NA
"1333","nartswq","no2f","2016-07-18",NA
"1334","nartswq","no2f","2016-08-15",NA
"1335","nartswq","no2f","2016-09-12",NA
"1336","nartswq","no2f","2016-10-25",NA
"1337","nartswq","no2f","2016-11-14",NA
"1338","nartswq","no2f","2016-12-13",0.006
"1339","nartswq","no2f","2017-01-30",NA
"1340","nartswq","no2f","2017-02-27",NA
"1341","nartswq","no2f","2017-03-27",NA
"1342","nartswq","no2f","2017-04-24",NA
"1343","nartswq","no2f","2017-05-23",NA
"1344","nartswq","no2f","2017-06-05",NA
"1345","nartswq","no2f","2017-07-03",NA
"1346","nartswq","no2f","2017-08-07",NA
"1347","nartswq","no2f","2017-09-05",0.002
"1348","nartswq","no2f","2017-10-16",0.003
"1349","nartswq","no2f","2017-11-28",0.0095
"1350","nartswq","no2f","2017-12-27",NA
"1351","nartswq","no2f","2018-01-29",NA
"1352","nartswq","no2f","2018-02-13",NA
"1353","nartswq","no2f","2018-03-27",NA
"1354","nartswq","no2f","2018-04-24",NA
"1355","nartswq","no2f","2018-05-15",NA
"1356","nartswq","no2f","2018-06-12",NA
"1357","nartswq","no2f","2018-07-12",NA
"1358","nartswq","no2f","2018-08-07",NA
"1359","nartswq","no2f","2018-09-05",NA
"1360","nartswq","no2f","2018-10-09",0.01
"1361","nartswq","no2f","2018-11-06",0.007
"1362","nartswq","no2f","2018-12-04",0.0035
"1363","nartswq","no2f","2019-01-15",0.0019
"1364","nartswq","no2f","2019-02-04",NA
"1365","nartswq","no2f","2019-03-18",NA
"1366","nartswq","no2f","2019-04-16",NA
"1367","nartswq","no2f","2019-05-14",NA
"1368","nartswq","no2f","2019-06-03",NA
"1369","nartswq","no2f","2019-07-16",NA
"1370","nartswq","no2f","2019-08-13",0.02735
"1371","nartswq","no2f","2019-09-09",0.0232
"1372","nartswq","no2f","2019-10-08",0.00195
"1373","nartswq","no2f","2019-11-11",0.0051
"1374","nartswq","no2f","2019-12-10",0.00475
"1375","nartswq","no3f","2007-01-16",0.1935
"1376","nartswq","no3f","2007-02-28",NA
"1377","nartswq","no3f","2007-03-27",0.001
"1378","nartswq","no3f","2007-04-11",0.0025
"1379","nartswq","no3f","2007-05-16",NA
"1380","nartswq","no3f","2007-06-22",NA
"1381","nartswq","no3f","2007-07-11",NA
"1382","nartswq","no3f","2007-08-24",NA
"1383","nartswq","no3f","2007-09-21",0.0035
"1384","nartswq","no3f","2007-10-19",0.0385
"1385","nartswq","no3f","2007-11-26",0.129
"1386","nartswq","no3f","2008-01-02",NA
"1387","nartswq","no3f","2008-01-18",NA
"1388","nartswq","no3f","2008-02-20",NA
"1389","nartswq","no3f","2008-03-31",NA
"1390","nartswq","no3f","2008-04-30",NA
"1391","nartswq","no3f","2008-05-29",NA
"1392","nartswq","no3f","2008-06-19",NA
"1393","nartswq","no3f","2008-07-17",NA
"1394","nartswq","no3f","2008-08-15",NA
"1395","nartswq","no3f","2008-09-15",NA
"1396","nartswq","no3f","2008-10-10",NA
"1397","nartswq","no3f","2008-11-12",NA
"1398","nartswq","no3f","2008-12-08",NA
"1399","nartswq","no3f","2009-01-08",NA
"1400","nartswq","no3f","2009-02-05",NA
"1401","nartswq","no3f","2009-03-09",NA
"1402","nartswq","no3f","2009-04-07",NA
"1403","nartswq","no3f","2009-05-06",NA
"1404","nartswq","no3f","2009-06-08",NA
"1405","nartswq","no3f","2009-07-09",NA
"1406","nartswq","no3f","2009-08-06",NA
"1407","nartswq","no3f","2009-09-03",NA
"1408","nartswq","no3f","2009-10-17",NA
"1409","nartswq","no3f","2009-11-04",NA
"1410","nartswq","no3f","2009-12-02",NA
"1411","nartswq","no3f","2010-01-11",NA
"1412","nartswq","no3f","2010-02-18",NA
"1413","nartswq","no3f","2010-03-10",NA
"1414","nartswq","no3f","2010-04-12",NA
"1415","nartswq","no3f","2010-05-11",NA
"1416","nartswq","no3f","2010-06-10",NA
"1417","nartswq","no3f","2010-07-12",NA
"1418","nartswq","no3f","2010-08-10",NA
"1419","nartswq","no3f","2010-09-07",NA
"1420","nartswq","no3f","2010-10-06",NA
"1421","nartswq","no3f","2010-11-04",NA
"1422","nartswq","no3f","2010-12-07",NA
"1423","nartswq","no3f","2011-01-05",NA
"1424","nartswq","no3f","2011-02-03",NA
"1425","nartswq","no3f","2011-03-03",NA
"1426","nartswq","no3f","2011-04-14",NA
"1427","nartswq","no3f","2011-05-12",NA
"1428","nartswq","no3f","2011-06-16",NA
"1429","nartswq","no3f","2011-07-11",NA
"1430","nartswq","no3f","2011-08-09",NA
"1431","nartswq","no3f","2011-09-07",NA
"1432","nartswq","no3f","2011-10-11",NA
"1433","nartswq","no3f","2011-11-09",NA
"1434","nartswq","no3f","2011-12-08",NA
"1435","nartswq","no3f","2012-01-09",NA
"1436","nartswq","no3f","2012-02-09",NA
"1437","nartswq","no3f","2012-03-07",NA
"1438","nartswq","no3f","2012-04-04",NA
"1439","nartswq","no3f","2012-05-02",NA
"1440","nartswq","no3f","2012-06-06",NA
"1441","nartswq","no3f","2012-07-08",NA
"1442","nartswq","no3f","2012-08-16",NA
"1443","nartswq","no3f","2012-09-14",NA
"1444","nartswq","no3f","2012-10-12",NA
"1445","nartswq","no3f","2012-11-13",NA
"1446","nartswq","no3f","2012-12-03",NA
"1447","nartswq","no3f","2013-01-09",NA
"1448","nartswq","no3f","2013-02-06",NA
"1449","nartswq","no3f","2013-03-11",NA
"1450","nartswq","no3f","2013-04-10",NA
"1451","nartswq","no3f","2013-05-06",NA
"1452","nartswq","no3f","2013-06-05",NA
"1453","nartswq","no3f","2013-07-05",NA
"1454","nartswq","no3f","2013-08-05",NA
"1455","nartswq","no3f","2013-09-05",NA
"1456","nartswq","no3f","2013-10-04",NA
"1457","nartswq","no3f","2013-11-04",NA
"1458","nartswq","no3f","2013-12-03",0.048
"1459","nartswq","no3f","2014-01-13",NA
"1460","nartswq","no3f","2014-02-17",NA
"1461","nartswq","no3f","2014-03-10",NA
"1462","nartswq","no3f","2014-04-09",NA
"1463","nartswq","no3f","2014-05-13",NA
"1464","nartswq","no3f","2014-06-23",NA
"1465","nartswq","no3f","2014-07-21",NA
"1466","nartswq","no3f","2014-08-18",NA
"1467","nartswq","no3f","2014-09-08",NA
"1468","nartswq","no3f","2014-10-06",0.011
"1469","nartswq","no3f","2014-11-10",0.053
"1470","nartswq","no3f","2014-12-01",0.0885
"1471","nartswq","no3f","2015-01-05",NA
"1472","nartswq","no3f","2015-02-18",NA
"1473","nartswq","no3f","2015-03-30",NA
"1474","nartswq","no3f","2015-04-27",NA
"1475","nartswq","no3f","2015-05-18",NA
"1476","nartswq","no3f","2015-06-16",NA
"1477","nartswq","no3f","2015-07-13",NA
"1478","nartswq","no3f","2015-08-10",NA
"1479","nartswq","no3f","2015-09-07",NA
"1480","nartswq","no3f","2015-10-26",NA
"1481","nartswq","no3f","2015-11-09",NA
"1482","nartswq","no3f","2015-12-07",0.053
"1483","nartswq","no3f","2016-01-18",0.112
"1484","nartswq","no3f","2016-02-17",NA
"1485","nartswq","no3f","2016-03-22",NA
"1486","nartswq","no3f","2016-04-18",NA
"1487","nartswq","no3f","2016-05-16",NA
"1488","nartswq","no3f","2016-06-20",NA
"1489","nartswq","no3f","2016-07-18",NA
"1490","nartswq","no3f","2016-08-15",NA
"1491","nartswq","no3f","2016-09-12",NA
"1492","nartswq","no3f","2016-10-25",NA
"1493","nartswq","no3f","2016-11-14",NA
"1494","nartswq","no3f","2016-12-13",0.018
"1495","nartswq","no3f","2017-01-30",NA
"1496","nartswq","no3f","2017-02-27",NA
"1497","nartswq","no3f","2017-03-27",NA
"1498","nartswq","no3f","2017-04-24",NA
"1499","nartswq","no3f","2017-05-23",NA
"1500","nartswq","no3f","2017-06-05",NA
"1501","nartswq","no3f","2017-07-03",NA
"1502","nartswq","no3f","2017-08-07",NA
"1503","nartswq","no3f","2017-09-05",NA
"1504","nartswq","no3f","2017-10-16",0.012
"1505","nartswq","no3f","2017-11-28",0.1195
"1506","nartswq","no3f","2017-12-27",NA
"1507","nartswq","no3f","2018-01-29",NA
"1508","nartswq","no3f","2018-02-13",NA
"1509","nartswq","no3f","2018-03-27",NA
"1510","nartswq","no3f","2018-04-24",NA
"1511","nartswq","no3f","2018-05-15",NA
"1512","nartswq","no3f","2018-06-12",NA
"1513","nartswq","no3f","2018-07-12",NA
"1514","nartswq","no3f","2018-08-07",NA
"1515","nartswq","no3f","2018-09-05",NA
"1516","nartswq","no3f","2018-10-09",0.0765
"1517","nartswq","no3f","2018-11-06",0.151
"1518","nartswq","no3f","2018-12-04",0.192
"1519","nartswq","no3f","2019-01-15",0.1671
"1520","nartswq","no3f","2019-02-04",NA
"1521","nartswq","no3f","2019-03-18",NA
"1522","nartswq","no3f","2019-04-16",NA
"1523","nartswq","no3f","2019-05-14",NA
"1524","nartswq","no3f","2019-06-03",NA
"1525","nartswq","no3f","2019-07-16",NA
"1526","nartswq","no3f","2019-08-13",NA
"1527","nartswq","no3f","2019-09-09",NA
"1528","nartswq","no3f","2019-10-08",0.02435
"1529","nartswq","no3f","2019-11-11",0.03185
"1530","nartswq","no3f","2019-12-10",0.07035
"1531","nartswq","po4f","2007-01-16",0.0255
"1532","nartswq","po4f","2007-02-28",0.0025
"1533","nartswq","po4f","2007-03-27",0.001
"1534","nartswq","po4f","2007-04-11",0.0015
"1535","nartswq","po4f","2007-05-16",0.005
"1536","nartswq","po4f","2007-06-22",0.01
"1537","nartswq","po4f","2007-07-11",0.022
"1538","nartswq","po4f","2007-08-24",0.0285
"1539","nartswq","po4f","2007-09-21",0.025
"1540","nartswq","po4f","2007-10-19",0.037
"1541","nartswq","po4f","2007-11-26",0.0525
"1542","nartswq","po4f","2008-01-02",NA
"1543","nartswq","po4f","2008-01-18",NA
"1544","nartswq","po4f","2008-02-20",NA
"1545","nartswq","po4f","2008-03-31",NA
"1546","nartswq","po4f","2008-04-30",NA
"1547","nartswq","po4f","2008-05-29",NA
"1548","nartswq","po4f","2008-06-19",NA
"1549","nartswq","po4f","2008-07-17",NA
"1550","nartswq","po4f","2008-08-15",NA
"1551","nartswq","po4f","2008-09-15",NA
"1552","nartswq","po4f","2008-10-10",NA
"1553","nartswq","po4f","2008-11-12",NA
"1554","nartswq","po4f","2008-12-08",NA
"1555","nartswq","po4f","2009-01-08",NA
"1556","nartswq","po4f","2009-02-05",NA
"1557","nartswq","po4f","2009-03-09",NA
"1558","nartswq","po4f","2009-04-07",NA
"1559","nartswq","po4f","2009-05-06",NA
"1560","nartswq","po4f","2009-06-08",NA
"1561","nartswq","po4f","2009-07-09",NA
"1562","nartswq","po4f","2009-08-06",NA
"1563","nartswq","po4f","2009-09-03",NA
"1564","nartswq","po4f","2009-10-17",NA
"1565","nartswq","po4f","2009-11-04",NA
"1566","nartswq","po4f","2009-12-02",NA
"1567","nartswq","po4f","2010-01-11",NA
"1568","nartswq","po4f","2010-02-18",NA
"1569","nartswq","po4f","2010-03-10",NA
"1570","nartswq","po4f","2010-04-12",NA
"1571","nartswq","po4f","2010-05-11",NA
"1572","nartswq","po4f","2010-06-10",NA
"1573","nartswq","po4f","2010-07-12",NA
"1574","nartswq","po4f","2010-08-10",NA
"1575","nartswq","po4f","2010-09-07",NA
"1576","nartswq","po4f","2010-10-06",NA
"1577","nartswq","po4f","2010-11-04",NA
"1578","nartswq","po4f","2010-12-07",NA
"1579","nartswq","po4f","2011-01-05",NA
"1580","nartswq","po4f","2011-02-03",NA
"1581","nartswq","po4f","2011-03-03",NA
"1582","nartswq","po4f","2011-04-14",NA
"1583","nartswq","po4f","2011-05-12",NA
"1584","nartswq","po4f","2011-06-16",NA
"1585","nartswq","po4f","2011-07-11",NA
"1586","nartswq","po4f","2011-08-09",NA
"1587","nartswq","po4f","2011-09-07",NA
"1588","nartswq","po4f","2011-10-11",NA
"1589","nartswq","po4f","2011-11-09",NA
"1590","nartswq","po4f","2011-12-08",NA
"1591","nartswq","po4f","2012-01-09",NA
"1592","nartswq","po4f","2012-02-09",NA
"1593","nartswq","po4f","2012-03-07",NA
"1594","nartswq","po4f","2012-04-04",NA
"1595","nartswq","po4f","2012-05-02",NA
"1596","nartswq","po4f","2012-06-06",NA
"1597","nartswq","po4f","2012-07-08",NA
"1598","nartswq","po4f","2012-08-16",NA
"1599","nartswq","po4f","2012-09-14",NA
"1600","nartswq","po4f","2012-10-12",NA
"1601","nartswq","po4f","2012-11-13",NA
"1602","nartswq","po4f","2012-12-03",NA
"1603","nartswq","po4f","2013-01-09",NA
"1604","nartswq","po4f","2013-02-06",NA
"1605","nartswq","po4f","2013-03-11",NA
"1606","nartswq","po4f","2013-04-10",NA
"1607","nartswq","po4f","2013-05-06",NA
"1608","nartswq","po4f","2013-06-05",NA
"1609","nartswq","po4f","2013-07-05",NA
"1610","nartswq","po4f","2013-08-05",NA
"1611","nartswq","po4f","2013-09-05",0.03
"1612","nartswq","po4f","2013-10-04",NA
"1613","nartswq","po4f","2013-11-04",NA
"1614","nartswq","po4f","2013-12-03",0.033
"1615","nartswq","po4f","2014-01-13",NA
"1616","nartswq","po4f","2014-02-17",0.008
"1617","nartswq","po4f","2014-03-10",NA
"1618","nartswq","po4f","2014-04-09",0.004
"1619","nartswq","po4f","2014-05-13",NA
"1620","nartswq","po4f","2014-06-23",0.0085
"1621","nartswq","po4f","2014-07-21",0.0215
"1622","nartswq","po4f","2014-08-18",0.0265
"1623","nartswq","po4f","2014-09-08",0.0235
"1624","nartswq","po4f","2014-10-06",0.0335
"1625","nartswq","po4f","2014-11-10",0.044
"1626","nartswq","po4f","2014-12-01",0.0425
"1627","nartswq","po4f","2015-01-05",0.0285
"1628","nartswq","po4f","2015-02-18",0.004
"1629","nartswq","po4f","2015-03-30",0.0035
"1630","nartswq","po4f","2015-04-27",0.003
"1631","nartswq","po4f","2015-05-18",0.0105
"1632","nartswq","po4f","2015-06-16",0.008
"1633","nartswq","po4f","2015-07-13",0.0195
"1634","nartswq","po4f","2015-08-10",0.029
"1635","nartswq","po4f","2015-09-07",0.029
"1636","nartswq","po4f","2015-10-26",NA
"1637","nartswq","po4f","2015-11-09",0.037
"1638","nartswq","po4f","2015-12-07",0.037
"1639","nartswq","po4f","2016-01-18",0.0305
"1640","nartswq","po4f","2016-02-17",0.0105
"1641","nartswq","po4f","2016-03-22",0.0085
"1642","nartswq","po4f","2016-04-18",0.004
"1643","nartswq","po4f","2016-05-16",0.009
"1644","nartswq","po4f","2016-06-20",0.0105
"1645","nartswq","po4f","2016-07-18",0.016
"1646","nartswq","po4f","2016-08-15",0.029
"1647","nartswq","po4f","2016-09-12",0.032
"1648","nartswq","po4f","2016-10-25",0.039
"1649","nartswq","po4f","2016-11-14",0.023
"1650","nartswq","po4f","2016-12-13",0.0225
"1651","nartswq","po4f","2017-01-30",0.003
"1652","nartswq","po4f","2017-02-27",NA
"1653","nartswq","po4f","2017-03-27",NA
"1654","nartswq","po4f","2017-04-24",NA
"1655","nartswq","po4f","2017-05-23",NA
"1656","nartswq","po4f","2017-06-05",NA
"1657","nartswq","po4f","2017-07-03",0.0035
"1658","nartswq","po4f","2017-08-07",0.0155
"1659","nartswq","po4f","2017-09-05",0.029
"1660","nartswq","po4f","2017-10-16",0.0415
"1661","nartswq","po4f","2017-11-28",0.05
"1662","nartswq","po4f","2017-12-27",NA
"1663","nartswq","po4f","2018-01-29",0.005
"1664","nartswq","po4f","2018-02-13",0.0055
"1665","nartswq","po4f","2018-03-27",0.0025
"1666","nartswq","po4f","2018-04-24",0.003
"1667","nartswq","po4f","2018-05-15",0.006
"1668","nartswq","po4f","2018-06-12",0.0115
"1669","nartswq","po4f","2018-07-12",0.0165
"1670","nartswq","po4f","2018-08-07",0.03
"1671","nartswq","po4f","2018-09-05",0.0255
"1672","nartswq","po4f","2018-10-09",0.048
"1673","nartswq","po4f","2018-11-06",0.045
"1674","nartswq","po4f","2018-12-04",0.028
"1675","nartswq","po4f","2019-01-15",0.0189
"1676","nartswq","po4f","2019-02-04",0.0018
"1677","nartswq","po4f","2019-03-18",0.0021
"1678","nartswq","po4f","2019-04-16",0.00475
"1679","nartswq","po4f","2019-05-14",0.0103
"1680","nartswq","po4f","2019-06-03",0.00565
"1681","nartswq","po4f","2019-07-16",0.01045
"1682","nartswq","po4f","2019-08-13",NA
"1683","nartswq","po4f","2019-09-09",NA
"1684","nartswq","po4f","2019-10-08",0.04295
"1685","nartswq","po4f","2019-11-11",0.03705
"1686","nartswq","po4f","2019-12-10",0.02285
"1687","welinwq","chla_n","2007-01-18",1.02
"1688","welinwq","chla_n","2007-01-19",1.18571428571429
"1689","welinwq","chla_n","2007-02-12",1.1
"1690","welinwq","chla_n","2007-02-13",1.05555555555556
"1691","welinwq","chla_n","2007-03-15",2.32
"1692","welinwq","chla_n","2007-03-16",2.55555555555556
"1693","welinwq","chla_n","2007-04-19",2.96
"1694","welinwq","chla_n","2007-04-20",2.82222222222222
