"","Variable","date","Value","station"
"2347","NH4F","07/09/2018",0.018,"grbornut  "
"2348","NH4F","08/14/2018",0.206,"grbornut  "
"2349","NH4F","09/25/2018",0.031,"grbornut  "
"2350","NH4F","10/15/2018",0.047,"grbornut  "
"2351","NH4F","11/12/2018",0.028,"grbornut  "
"2352","NH4F","12/03/2018",0.01533333,"grbornut  "
"2353","NO23F","04/10/2018",0.09,"grbornut  "
"2354","NO23F","05/21/2018",0.088,"grbornut  "
"2355","NO23F","06/19/2018",0.04766667,"grbornut  "
"2356","NO23F","07/09/2018",0.02,"grbornut  "
"2357","NO23F","08/14/2018",0.115,"grbornut  "
"2358","NO23F","09/25/2018",0.104,"grbornut  "
"2359","NO23F","10/15/2018",0.117,"grbornut  "
"2360","NO23F","11/12/2018",0.205,"grbornut  "
"2361","NO23F","12/03/2018",0.159,"grbornut  "
"2362","PO4F","04/10/2018",0.026,"grbornut  "
"2363","PO4F","05/21/2018",0.02,"grbornut  "
"2364","PO4F","06/19/2018",0.02633333,"grbornut  "
"2365","PO4F","07/09/2018",0.062,"grbornut  "
"2366","PO4F","08/14/2018",0.056,"grbornut  "
"2367","PO4F","09/25/2018",0.067,"grbornut  "
"2368","PO4F","10/15/2018",0.06,"grbornut  "
"2369","PO4F","11/12/2018",0.026,"grbornut  "
"2370","PO4F","12/03/2018",0.01566667,"grbornut  "
"2371","CHLA_N","04/23/2019",2.98,"grbornut  "
"2372","CHLA_N","05/21/2019",12.42,"grbornut  "
"2373","CHLA_N","06/18/2019",9.34,"grbornut  "
"2374","CHLA_N","07/09/2019",11.76,"grbornut  "
"2375","CHLA_N","08/06/2019",15.11333,"grbornut  "
"2376","CHLA_N","09/17/2019",19.47,"grbornut  "
"2377","CHLA_N","10/14/2019",2.04,"grbornut  "
"2378","CHLA_N","11/19/2019",1.413333,"grbornut  "
"2379","CHLA_N","12/04/2019",1.25,"grbornut  "
"2380","NH4F","04/23/2019",0.051,"grbornut  "
"2381","NH4F","05/21/2019",0.072,"grbornut  "
"2382","NH4F","06/18/2019",0.057,"grbornut  "
"2383","NH4F","07/09/2019",0.019,"grbornut  "
"2384","NH4F","08/06/2019",0.005,"grbornut  "
"2385","NH4F","09/17/2019",0.019,"grbornut  "
"2386","NH4F","10/14/2019",0.088,"grbornut  "
"2387","NH4F","11/19/2019",0.06233333,"grbornut  "
"2388","NH4F","12/04/2019",0.037,"grbornut  "
"2389","NO23F","04/23/2019",0.156,"grbornut  "
"2390","NO23F","05/21/2019",0.087,"grbornut  "
"2391","NO23F","06/18/2019",0.088,"grbornut  "
"2392","NO23F","07/09/2019",0.017,"grbornut  "
"2393","NO23F","08/06/2019",0.03466667,"grbornut  "
"2394","NO23F","09/17/2019",0.026,"grbornut  "
"2395","NO23F","10/14/2019",0.098,"grbornut  "
"2396","NO23F","11/19/2019",0.2093333,"grbornut  "
"2397","NO23F","12/04/2019",0.219,"grbornut  "
"2398","PO4F","04/23/2019",0.019,"grbornut  "
"2399","PO4F","05/21/2019",0.027,"grbornut  "
"2400","PO4F","06/18/2019",0.013,"grbornut  "
"2401","PO4F","07/09/2019",0.029,"grbornut  "
"2402","PO4F","08/06/2019",0.05333333,"grbornut  "
"2403","PO4F","09/17/2019",0.085,"grbornut  "
"2404","PO4F","10/14/2019",0.077,"grbornut  "
"2405","PO4F","11/19/2019",0.05233333,"grbornut  "
"2406","PO4F","12/04/2019",0.029,"grbornut  "
"2407","CHLA_N","05/11/2020",8.1,"grbornut  "
"2408","CHLA_N","06/09/2020",3.8,"grbornut  "
"2409","CHLA_N","07/07/2020",5.7,"grbornut  "
"2410","CHLA_N","08/24/2020",6.2,"grbornut  "
"2411","CHLA_N","09/21/2020",15.4,"grbornut  "
"2412","CHLA_N","10/19/2020",2.033333,"grbornut  "
"2413","CHLA_N","11/02/2020",4.1,"grbornut  "
"2414","CHLA_N","12/07/2020",1.6,"grbornut  "
"2415","NH4F","05/11/2020",0.035,"grbornut  "
"2416","NH4F","06/09/2020",0.071,"grbornut  "
"2417","NH4F","07/07/2020",0.05466667,"grbornut  "
"2418","NH4F","08/24/2020",0.059,"grbornut  "
"2419","NH4F","09/21/2020",0.055,"grbornut  "
"2420","NH4F","10/19/2020",0.06,"grbornut  "
"2421","NH4F","11/02/2020",0.123,"grbornut  "
"2422","NH4F","12/07/2020",0.025,"grbornut  "
"2423","NO23F","05/11/2020",0.125,"grbornut  "
"2424","NO23F","06/09/2020",0.02,"grbornut  "
"2425","NO23F","07/07/2020",0.03,"grbornut  "
"2426","NO23F","08/24/2020",0.044,"grbornut  "
"2427","NO23F","09/21/2020",0.063,"grbornut  "
"2428","NO23F","10/19/2020",0.1286667,"grbornut  "
"2429","NO23F","11/02/2020",0.108,"grbornut  "
"2430","NO23F","12/07/2020",0.266,"grbornut  "
"2431","PO4F","05/11/2020",0.013,"grbornut  "
"2432","PO4F","06/09/2020",0.023,"grbornut  "
"2433","PO4F","07/07/2020",0.04,"grbornut  "
"2434","PO4F","08/24/2020",0.09,"grbornut  "
"2435","PO4F","09/21/2020",0.084,"grbornut  "
"2436","PO4F","10/19/2020",0.05633333,"grbornut  "
"2437","PO4F","11/02/2020",0.048,"grbornut  "
"2438","PO4F","12/07/2020",0.022,"grbornut  "
"2439","CHLA_N","05/14/2007",6.07,"grbsqnut  "
"2440","CHLA_N","06/26/2007",4.56,"grbsqnut  "
"2441","CHLA_N","07/25/2007",14.98,"grbsqnut  "
"2442","CHLA_N","08/29/2007",30.975,"grbsqnut  "
"2443","CHLA_N","09/17/2007",6.295,"grbsqnut  "
"2444","CHLA_N","10/23/2007",6.31,"grbsqnut  "
"2445","NH4F","05/14/2007",0.0662,"grbsqnut  "
"2446","NH4F","06/26/2007",0.03205,"grbsqnut  "
"2447","NH4F","07/25/2007",0.0345,"grbsqnut  "
"2448","NH4F","08/29/2007",0.07105,"grbsqnut  "
"2449","NH4F","09/17/2007",0.186,"grbsqnut  "
"2450","NH4F","10/23/2007",0.00955,"grbsqnut  "
"2451","NO23F","05/14/2007",0.09695,"grbsqnut  "
"2452","NO23F","06/26/2007",0.04495,"grbsqnut  "
"2453","NO23F","07/25/2007",0.06365,"grbsqnut  "
"2454","NO23F","08/29/2007",0.0317,"grbsqnut  "
"2455","NO23F","09/17/2007",0.17605,"grbsqnut  "
"2456","NO23F","10/23/2007",0.03455,"grbsqnut  "
"2457","NO2F","05/14/2007",0.00405,"grbsqnut  "
"2458","NO2F","06/26/2007",0.0031,"grbsqnut  "
"2459","NO2F","07/25/2007",0.0087,"grbsqnut  "
"2460","NO2F","08/29/2007",0.003,"grbsqnut  "
"2461","NO2F","09/17/2007",0.01155,"grbsqnut  "
"2462","NO2F","10/23/2007",0.003,"grbsqnut  "
"2463","NO3F","07/25/2007",0.05495,"grbsqnut  "
"2464","NO3F","09/17/2007",0.1645,"grbsqnut  "
"2465","PO4F","05/14/2007",0.0143,"grbsqnut  "
"2466","PO4F","06/26/2007",0.00845,"grbsqnut  "
"2467","PO4F","07/25/2007",0.01305,"grbsqnut  "
"2468","PO4F","08/29/2007",0.0309,"grbsqnut  "
"2469","PO4F","09/17/2007",0.03075,"grbsqnut  "
"2470","PO4F","10/23/2007",0.0314,"grbsqnut  "
"2471","CHLA_N","04/23/2008",8.99,"grbsqnut  "
"2472","CHLA_N","05/08/2008",12.435,"grbsqnut  "
"2473","CHLA_N","07/07/2008",16.46,"grbsqnut  "
"2474","CHLA_N","08/28/2008",8.76,"grbsqnut  "
"2475","CHLA_N","09/24/2008",4.625,"grbsqnut  "
"2476","CHLA_N","10/20/2008",3.89,"grbsqnut  "
"2477","NH4F","04/23/2008",0.14,"grbsqnut  "
"2478","NH4F","05/08/2008",0.1555,"grbsqnut  "
"2479","NH4F","06/11/2008",0.137,"grbsqnut  "
"2480","NH4F","07/07/2008",0.1345,"grbsqnut  "
"2481","NH4F","08/28/2008",0.064,"grbsqnut  "
"2482","NH4F","09/24/2008",0.0565,"grbsqnut  "
"2483","NH4F","10/20/2008",0.071,"grbsqnut  "
"2484","NO23F","04/23/2008",0.1355,"grbsqnut  "
"2485","NO23F","05/08/2008",0.096,"grbsqnut  "
"2486","NO23F","06/11/2008",0.0475,"grbsqnut  "
"2487","NO23F","07/07/2008",0.2225,"grbsqnut  "
"2488","NO23F","08/28/2008",0.135,"grbsqnut  "
"2489","NO23F","09/24/2008",0.1815,"grbsqnut  "
"2490","NO23F","10/20/2008",0.173,"grbsqnut  "
"2491","NO2F","04/23/2008",0.0045,"grbsqnut  "
"2492","NO2F","05/08/2008",0.0045,"grbsqnut  "
"2493","NO2F","06/11/2008",0.0055,"grbsqnut  "
"2494","NO2F","07/07/2008",0.044,"grbsqnut  "
"2495","NO2F","08/28/2008",0.0095,"grbsqnut  "
"2496","NO2F","09/24/2008",0.007,"grbsqnut  "
"2497","NO2F","10/20/2008",0.0085,"grbsqnut  "
"2498","NO3F","04/23/2008",0.131,"grbsqnut  "
"2499","NO3F","05/08/2008",0.0915,"grbsqnut  "
"2500","NO3F","07/07/2008",0.1785,"grbsqnut  "
"2501","NO3F","08/28/2008",0.126,"grbsqnut  "
"2502","NO3F","09/24/2008",0.174,"grbsqnut  "
"2503","NO3F","10/20/2008",0.1645,"grbsqnut  "
"2504","PO4F","04/23/2008",0.02385,"grbsqnut  "
"2505","PO4F","05/08/2008",0.0163,"grbsqnut  "
"2506","PO4F","06/11/2008",0.017,"grbsqnut  "
"2507","PO4F","07/07/2008",0.0228,"grbsqnut  "
"2508","PO4F","08/28/2008",0.0264,"grbsqnut  "
"2509","PO4F","09/24/2008",0.04605,"grbsqnut  "
"2510","PO4F","10/20/2008",0.0363,"grbsqnut  "
"2511","CHLA_N","04/29/2009",10.625,"grbsqnut  "
"2512","CHLA_N","05/26/2009",3.735,"grbsqnut  "
"2513","CHLA_N","06/29/2009",2.2,"grbsqnut  "
"2514","CHLA_N","07/29/2009",10.6,"grbsqnut  "
"2515","CHLA_N","08/26/2009",2.34,"grbsqnut  "
"2516","CHLA_N","09/24/2009",1.64,"grbsqnut  "
"2517","CHLA_N","10/22/2009",3.55,"grbsqnut  "
"2518","CHLA_N","11/19/2009",2.36,"grbsqnut  "
"2519","CHLA_N","12/07/2009",2.16,"grbsqnut  "
"2520","NH4F","04/29/2009",0.178,"grbsqnut  "
"2521","NH4F","05/26/2009",0.1355,"grbsqnut  "
"2522","NH4F","06/29/2009",0.154,"grbsqnut  "
"2523","NH4F","07/29/2009",0.076,"grbsqnut  "
"2524","NH4F","08/26/2009",0.1513333,"grbsqnut  "
"2525","NH4F","09/24/2009",0.054,"grbsqnut  "
"2526","NH4F","10/22/2009",0.06966667,"grbsqnut  "
"2527","NH4F","11/19/2009",0.2106667,"grbsqnut  "
"2528","NH4F","12/07/2009",0.19,"grbsqnut  "
"2529","NO23F","04/29/2009",0.092,"grbsqnut  "
"2530","NO23F","05/26/2009",0.1385,"grbsqnut  "
"2531","NO23F","06/29/2009",0.121,"grbsqnut  "
"2532","NO23F","07/29/2009",0.226,"grbsqnut  "
"2533","NO23F","08/26/2009",0.1753333,"grbsqnut  "
"2534","NO23F","09/24/2009",0.051,"grbsqnut  "
"2535","NO23F","10/22/2009",0.162,"grbsqnut  "
"2536","NO23F","11/19/2009",0.1023333,"grbsqnut  "
"2537","NO23F","12/07/2009",0.135,"grbsqnut  "
"2538","PO4F","04/29/2009",0.033,"grbsqnut  "
"2539","PO4F","05/26/2009",0.0175,"grbsqnut  "
"2540","PO4F","06/29/2009",0.052,"grbsqnut  "
"2541","PO4F","07/29/2009",0.05,"grbsqnut  "
"2542","PO4F","08/26/2009",0.05433333,"grbsqnut  "
"2543","PO4F","09/24/2009",0.043,"grbsqnut  "
"2544","PO4F","10/22/2009",0.04433333,"grbsqnut  "
"2545","PO4F","11/19/2009",0.02933333,"grbsqnut  "
"2546","PO4F","12/07/2009",0.01,"grbsqnut  "
"2547","CHLA_N","04/22/2010",2.16,"grbsqnut  "
"2548","CHLA_N","05/27/2010",13.17,"grbsqnut  "
"2549","CHLA_N","06/21/2010",7.72,"grbsqnut  "
"2550","CHLA_N","07/27/2010",8.93,"grbsqnut  "
"2551","CHLA_N","08/30/2010",7.456667,"grbsqnut  "
"2552","CHLA_N","09/29/2010",5.63,"grbsqnut  "
"2553","CHLA_N","10/27/2010",4.4,"grbsqnut  "
"2554","CHLA_N","11/16/2010",4.91,"grbsqnut  "
"2555","CHLA_N","12/09/2010",3.93,"grbsqnut  "
"2556","NH4F","04/22/2010",0.074,"grbsqnut  "
"2557","NH4F","05/27/2010",0.077,"grbsqnut  "
"2558","NH4F","06/21/2010",0.215,"grbsqnut  "
"2559","NH4F","07/27/2010",0.03,"grbsqnut  "
"2560","NH4F","08/30/2010",0.05933333,"grbsqnut  "
"2561","NH4F","09/29/2010",0.144,"grbsqnut  "
"2562","NH4F","10/27/2010",0.1,"grbsqnut  "
"2563","NH4F","11/16/2010",0.082,"grbsqnut  "
"2564","NH4F","12/09/2010",0.207,"grbsqnut  "
"2565","NO23F","04/22/2010",0.131,"grbsqnut  "
"2566","NO23F","05/27/2010",0.121,"grbsqnut  "
"2567","NO23F","06/21/2010",0.201,"grbsqnut  "
"2568","NO23F","07/27/2010",0.135,"grbsqnut  "
"2569","NO23F","08/30/2010",0.113,"grbsqnut  "
"2570","NO23F","09/29/2010",0.081,"grbsqnut  "
"2571","NO23F","10/27/2010",0.28,"grbsqnut  "
"2572","NO23F","11/16/2010",0.176,"grbsqnut  "
"2573","NO23F","12/09/2010",0.185,"grbsqnut  "
"2574","PO4F","04/22/2010",0.016,"grbsqnut  "
"2575","PO4F","05/27/2010",0.014,"grbsqnut  "
"2576","PO4F","06/21/2010",0.025,"grbsqnut  "
"2577","PO4F","07/27/2010",0.037,"grbsqnut  "
"2578","PO4F","08/30/2010",0.033,"grbsqnut  "
"2579","PO4F","09/29/2010",0.049,"grbsqnut  "
"2580","PO4F","10/27/2010",0.041,"grbsqnut  "
"2581","PO4F","11/16/2010",0.033,"grbsqnut  "
"2582","PO4F","12/09/2010",0.005,"grbsqnut  "
"2583","CHLA_N","04/26/2011",3.99,"grbsqnut  "
"2584","CHLA_N","05/23/2011",0.36,"grbsqnut  "
"2585","CHLA_N","07/18/2011",7.51,"grbsqnut  "
"2586","CHLA_N","08/22/2011",9.69,"grbsqnut  "
"2587","CHLA_N","09/26/2011",1.49,"grbsqnut  "
"2588","CHLA_N","10/24/2011",1.77,"grbsqnut  "
"2589","CHLA_N","11/07/2011",1.42,"grbsqnut  "
"2590","CHLA_N","12/05/2011",1.43,"grbsqnut  "
"2591","NH4F","04/26/2011",0.117,"grbsqnut  "
"2592","NH4F","05/23/2011",0.179,"grbsqnut  "
"2593","NH4F","06/07/2011",0.095,"grbsqnut  "
"2594","NH4F","07/18/2011",0.079,"grbsqnut  "
"2595","NH4F","08/22/2011",0.117,"grbsqnut  "
"2596","NH4F","09/26/2011",0.101,"grbsqnut  "
"2597","NH4F","10/24/2011",0.142,"grbsqnut  "
"2598","NH4F","11/07/2011",0.162,"grbsqnut  "
"2599","NH4F","12/05/2011",0.17,"grbsqnut  "
"2600","NO23F","04/26/2011",0.056,"grbsqnut  "
"2601","NO23F","05/23/2011",0.086,"grbsqnut  "
"2602","NO23F","06/07/2011",0.1296667,"grbsqnut  "
"2603","NO23F","07/18/2011",0.04,"grbsqnut  "
"2604","NO23F","08/22/2011",0.09866667,"grbsqnut  "
"2605","NO23F","09/26/2011",0.116,"grbsqnut  "
"2606","NO23F","10/24/2011",0.128,"grbsqnut  "
"2607","NO23F","11/07/2011",0.108,"grbsqnut  "
"2608","NO23F","12/05/2011",0.14,"grbsqnut  "
"2609","PO4F","04/26/2011",0.006,"grbsqnut  "
"2610","PO4F","05/23/2011",0.005,"grbsqnut  "
"2611","PO4F","06/07/2011",0.01766667,"grbsqnut  "
"2612","PO4F","07/18/2011",0.034,"grbsqnut  "
"2613","PO4F","08/22/2011",0.045,"grbsqnut  "
"2614","PO4F","09/26/2011",0.035,"grbsqnut  "
"2615","PO4F","10/24/2011",0.024,"grbsqnut  "
"2616","PO4F","11/07/2011",0.017,"grbsqnut  "
"2617","PO4F","12/05/2011",0.024,"grbsqnut  "
"2618","CHLA_N","03/26/2012",4.63,"grbsqnut  "
"2619","CHLA_N","04/17/2012",3.61,"grbsqnut  "
"2620","CHLA_N","05/30/2012",12.48667,"grbsqnut  "
"2621","CHLA_N","06/25/2012",8.41,"grbsqnut  "
"2622","CHLA_N","07/23/2012",4.89,"grbsqnut  "
"2623","CHLA_N","08/08/2012",9.81,"grbsqnut  "
"2624","CHLA_N","09/24/2012",2.236667,"grbsqnut  "
"2625","CHLA_N","10/24/2012",3.14,"grbsqnut  "
"2626","CHLA_N","11/26/2012",4.4,"grbsqnut  "
"2627","CHLA_N","12/04/2012",3.1,"grbsqnut  "
"2628","NH4F","03/26/2012",0.213,"grbsqnut  "
"2629","NH4F","04/17/2012",0.178,"grbsqnut  "
"2630","NH4F","05/30/2012",0.126,"grbsqnut  "
"2631","NH4F","06/25/2012",0.036,"grbsqnut  "
"2632","NH4F","07/23/2012",0.171,"grbsqnut  "
"2633","NH4F","08/08/2012",0.084,"grbsqnut  "
"2634","NH4F","09/24/2012",0.1416667,"grbsqnut  "
"2635","NH4F","10/24/2012",0.18,"grbsqnut  "
"2636","NH4F","11/26/2012",0.126,"grbsqnut  "
"2637","NH4F","12/04/2012",0.311,"grbsqnut  "
"2638","NO23F","03/26/2012",0.142,"grbsqnut  "
"2639","NO23F","04/17/2012",0.096,"grbsqnut  "
"2640","NO23F","05/30/2012",0.1233333,"grbsqnut  "
"2641","NO23F","06/25/2012",0.03,"grbsqnut  "
"2642","NO23F","07/23/2012",0.156,"grbsqnut  "
"2643","NO23F","08/08/2012",0.195,"grbsqnut  "
"2644","NO23F","09/24/2012",0.05133333,"grbsqnut  "
"2645","NO23F","10/24/2012",0.126,"grbsqnut  "
"2646","NO23F","11/26/2012",0.103,"grbsqnut  "
"2647","NO23F","12/04/2012",0.203,"grbsqnut  "
"2648","PO4F","03/26/2012",0.017,"grbsqnut  "
"2649","PO4F","04/17/2012",0.015,"grbsqnut  "
"2650","PO4F","05/30/2012",0.021,"grbsqnut  "
"2651","PO4F","06/25/2012",0.028,"grbsqnut  "
"2652","PO4F","07/23/2012",0.055,"grbsqnut  "
"2653","PO4F","08/08/2012",0.062,"grbsqnut  "
"2654","PO4F","09/24/2012",0.05166667,"grbsqnut  "
"2655","PO4F","10/24/2012",0.041,"grbsqnut  "
"2656","PO4F","11/26/2012",0.025,"grbsqnut  "
"2657","PO4F","12/04/2012",0.036,"grbsqnut  "
"2658","CHLA_N","04/22/2013",6.1,"grbsqnut  "
"2659","CHLA_N","05/22/2013",8.42,"grbsqnut  "
"2660","CHLA_N","06/19/2013",7.443333,"grbsqnut  "
"2661","CHLA_N","07/09/2013",8.45,"grbsqnut  "
"2662","CHLA_N","08/14/2013",5.97,"grbsqnut  "
"2663","CHLA_N","09/10/2013",8.19,"grbsqnut  "
"2664","CHLA_N","10/08/2013",3.14,"grbsqnut  "
"2665","CHLA_N","11/14/2013",2.23,"grbsqnut  "
"2666","CHLA_N","12/10/2013",2.56,"grbsqnut  "
"2667","NH4F","04/22/2013",0.147,"grbsqnut  "
"2668","NH4F","05/22/2013",0.159,"grbsqnut  "
"2669","NH4F","06/19/2013",0.2893333,"grbsqnut  "
"2670","NH4F","07/09/2013",0.333,"grbsqnut  "
"2671","NH4F","08/14/2013",0.279,"grbsqnut  "
"2672","NH4F","09/10/2013",0.152,"grbsqnut  "
"2673","NH4F","10/08/2013",0.187,"grbsqnut  "
"2674","NH4F","11/14/2013",0.256,"grbsqnut  "
"2675","NH4F","12/10/2013",0.197,"grbsqnut  "
"2676","NO23F","04/22/2013",0.075,"grbsqnut  "
"2677","NO23F","05/22/2013",0.095,"grbsqnut  "
"2678","NO23F","06/19/2013",0.1483333,"grbsqnut  "
"2679","NO23F","07/09/2013",0.184,"grbsqnut  "
"2680","NO23F","08/14/2013",0.17,"grbsqnut  "
"2681","NO23F","09/10/2013",0.185,"grbsqnut  "
"2682","NO23F","10/08/2013",0.031,"grbsqnut  "
"2683","NO23F","11/14/2013",0.298,"grbsqnut  "
"2684","NO23F","12/10/2013",0.252,"grbsqnut  "
"2685","PO4F","04/22/2013",0.015,"grbsqnut  "
"2686","PO4F","05/22/2013",0.017,"grbsqnut  "
"2687","PO4F","06/19/2013",0.042,"grbsqnut  "
"2688","PO4F","07/09/2013",0.063,"grbsqnut  "
"2689","PO4F","08/14/2013",0.057,"grbsqnut  "
"2690","PO4F","09/10/2013",0.057,"grbsqnut  "
"2691","PO4F","10/08/2013",0.048,"grbsqnut  "
"2692","PO4F","11/14/2013",0.04,"grbsqnut  "
"2693","PO4F","12/10/2013",0.031,"grbsqnut  "
"2694","CHLA_N","04/23/2014",5.06,"grbsqnut  "
"2695","CHLA_N","05/12/2014",3.37,"grbsqnut  "
"2696","CHLA_N","06/03/2014",2.77,"grbsqnut  "
"2697","CHLA_N","07/07/2014",10.92,"grbsqnut  "
"2698","CHLA_N","08/20/2014",6.96,"grbsqnut  "
"2699","CHLA_N","09/25/2014",4.33,"grbsqnut  "
"2700","CHLA_N","10/20/2014",4.67,"grbsqnut  "
"2701","CHLA_N","11/13/2014",2.39,"grbsqnut  "
"2702","CHLA_N","12/01/2014",2.76,"grbsqnut  "
"2703","NH4F","04/23/2014",0.118,"grbsqnut  "
"2704","NH4F","05/12/2014",0.203,"grbsqnut  "
"2705","NH4F","06/03/2014",0.2416667,"grbsqnut  "
"2706","NH4F","07/07/2014",0.356,"grbsqnut  "
"2707","NH4F","08/20/2014",0.186,"grbsqnut  "
"2708","NH4F","09/25/2014",0.1176667,"grbsqnut  "
"2709","NH4F","10/20/2014",0.111,"grbsqnut  "
"2710","NH4F","11/13/2014",0.408,"grbsqnut  "
"2711","NH4F","12/01/2014",0.31,"grbsqnut  "
"2712","NO23F","04/23/2014",0.102,"grbsqnut  "
"2713","NO23F","05/12/2014",0.096,"grbsqnut  "
"2714","NO23F","06/03/2014",0.1646667,"grbsqnut  "
"2715","NO23F","07/07/2014",0.14,"grbsqnut  "
"2716","NO23F","08/20/2014",0.201,"grbsqnut  "
"2717","NO23F","09/25/2014",0.126,"grbsqnut  "
"2718","NO23F","10/20/2014",0.153,"grbsqnut  "
"2719","NO23F","11/13/2014",0.186,"grbsqnut  "
"2720","NO23F","12/01/2014",0.1586667,"grbsqnut  "
"2721","PO4F","04/23/2014",0.015,"grbsqnut  "
"2722","PO4F","05/12/2014",0.018,"grbsqnut  "
"2723","PO4F","06/03/2014",0.02766667,"grbsqnut  "
"2724","PO4F","07/07/2014",0.044,"grbsqnut  "
"2725","PO4F","08/20/2014",0.052,"grbsqnut  "
"2726","PO4F","09/25/2014",0.04833333,"grbsqnut  "
"2727","PO4F","10/20/2014",0.054,"grbsqnut  "
"2728","PO4F","11/13/2014",0.073,"grbsqnut  "
"2729","PO4F","12/01/2014",0.03733333,"grbsqnut  "
"2730","CHLA_N","04/27/2015",3.85,"grbsqnut  "
"2731","CHLA_N","05/13/2015",9.296667,"grbsqnut  "
"2732","CHLA_N","06/08/2015",4.3,"grbsqnut  "
"2733","CHLA_N","07/07/2015",4.55,"grbsqnut  "
"2734","CHLA_N","08/03/2015",8.36,"grbsqnut  "
"2735","CHLA_N","09/01/2015",7.07,"grbsqnut  "
"2736","CHLA_N","10/15/2015",4.45,"grbsqnut  "
"2737","CHLA_N","11/17/2015",2.673333,"grbsqnut  "
"2738","CHLA_N","12/01/2015",2.32,"grbsqnut  "
"2739","NH4F","04/27/2015",0.219,"grbsqnut  "
"2740","NH4F","05/13/2015",0.194,"grbsqnut  "
"2741","NH4F","06/08/2015",0.287,"grbsqnut  "
"2742","NH4F","07/07/2015",0.18,"grbsqnut  "
"2743","NH4F","08/03/2015",0.172,"grbsqnut  "
"2744","NH4F","09/01/2015",0.213,"grbsqnut  "
"2745","NH4F","10/15/2015",0.16,"grbsqnut  "
"2746","NH4F","11/17/2015",0.172,"grbsqnut  "
"2747","NH4F","12/01/2015",0.244,"grbsqnut  "
"2748","NO23F","04/27/2015",0.094,"grbsqnut  "
"2749","NO23F","05/13/2015",0.1013333,"grbsqnut  "
"2750","NO23F","06/08/2015",0.096,"grbsqnut  "
"2751","NO23F","07/07/2015",0.111,"grbsqnut  "
"2752","NO23F","08/03/2015",0.168,"grbsqnut  "
"2753","NO23F","09/01/2015",0.177,"grbsqnut  "
"2754","NO23F","10/15/2015",0.219,"grbsqnut  "
"2755","NO23F","11/17/2015",0.215,"grbsqnut  "
"2756","NO23F","12/01/2015",0.205,"grbsqnut  "
"2757","PO4F","04/27/2015",0.021,"grbsqnut  "
"2758","PO4F","05/13/2015",0.01966667,"grbsqnut  "
"2759","PO4F","06/08/2015",0.028,"grbsqnut  "
"2760","PO4F","07/07/2015",0.046,"grbsqnut  "
"2761","PO4F","08/03/2015",0.044,"grbsqnut  "
"2762","PO4F","09/01/2015",0.061,"grbsqnut  "
"2763","PO4F","10/15/2015",0.048,"grbsqnut  "
"2764","PO4F","11/17/2015",0.03733333,"grbsqnut  "
"2765","PO4F","12/01/2015",0.038,"grbsqnut  "
"2766","CHLA_N","03/30/2016",6.73,"grbsqnut  "
"2767","CHLA_N","04/12/2016",6.81,"grbsqnut  "
"2768","CHLA_N","05/09/2016",2.81,"grbsqnut  "
"2769","CHLA_N","06/22/2016",5.14,"grbsqnut  "
"2770","CHLA_N","07/13/2016",9.12,"grbsqnut  "
"2771","CHLA_N","08/08/2016",6.45,"grbsqnut  "
"2772","CHLA_N","09/06/2016",6.79,"grbsqnut  "
"2773","CHLA_N","10/04/2016",2.88,"grbsqnut  "
"2774","CHLA_N","11/01/2016",2.616667,"grbsqnut  "
"2775","CHLA_N","12/06/2016",2.79,"grbsqnut  "
"2776","NH4F","03/30/2016",0.107,"grbsqnut  "
"2777","NH4F","04/12/2016",0.117,"grbsqnut  "
"2778","NH4F","05/09/2016",0.13,"grbsqnut  "
"2779","NH4F","06/22/2016",0.261,"grbsqnut  "
"2780","NH4F","07/13/2016",0.284,"grbsqnut  "
"2781","NH4F","08/08/2016",0.243,"grbsqnut  "
"2782","NH4F","09/06/2016",0.189,"grbsqnut  "
"2783","NH4F","10/04/2016",0.147,"grbsqnut  "
"2784","NH4F","11/01/2016",0.2586667,"grbsqnut  "
"2785","NH4F","12/06/2016",0.174,"grbsqnut  "
"2786","NO23F","03/30/2016",0.111,"grbsqnut  "
"2787","NO23F","04/12/2016",0.096,"grbsqnut  "
"2788","NO23F","05/09/2016",0.112,"grbsqnut  "
"2789","NO23F","06/22/2016",0.126,"grbsqnut  "
"2790","NO23F","07/13/2016",0.148,"grbsqnut  "
"2791","NO23F","08/08/2016",0.138,"grbsqnut  "
"2792","NO23F","09/06/2016",0.154,"grbsqnut  "
"2793","NO23F","10/04/2016",0.469,"grbsqnut  "
"2794","NO23F","11/01/2016",0.1723333,"grbsqnut  "
"2795","NO23F","12/06/2016",0.2,"grbsqnut  "
"2796","PO4F","03/30/2016",0.016,"grbsqnut  "
"2797","PO4F","04/12/2016",0.02,"grbsqnut  "
"2798","PO4F","05/09/2016",0.023,"grbsqnut  "
"2799","PO4F","06/22/2016",0.04,"grbsqnut  "
"2800","PO4F","07/13/2016",0.05,"grbsqnut  "
"2801","PO4F","08/08/2016",0.082,"grbsqnut  "
"2802","PO4F","09/06/2016",0.077,"grbsqnut  "
"2803","PO4F","10/04/2016",0.084,"grbsqnut  "
"2804","PO4F","11/01/2016",0.063,"grbsqnut  "
"2805","PO4F","12/06/2016",0.044,"grbsqnut  "
"2806","CHLA_N","04/17/2017",8.37,"grbsqnut  "
