"","date","Variable","mean_daily","station"
"1036",2018-09-25,"NO23F",0.099,"grblrnut  "
"1037",2018-09-25,"PO4F",0.039,"grblrnut  "
"1038",2018-10-15,"NO23F",0.094,"grblrnut  "
"1039",2018-10-18,"CHLA_N",0.52,"grblrnut  "
"1040",2018-10-18,"NH4F",0.0183333333333333,"grblrnut  "
"1041",2018-10-18,"NO23F",0.154,"grblrnut  "
"1042",2018-10-18,"PO4F",0.01,"grblrnut  "
"1043",2018-10-19,"CHLA_N",0.48,"grblrnut  "
"1044",2018-10-19,"NH4F",0.008,"grblrnut  "
"1045",2018-10-19,"NO23F",0.073,"grblrnut  "
"1046",2018-10-19,"PO4F",0.012,"grblrnut  "
"1047",2018-11-12,"NH4F",0.011,"grblrnut  "
"1048",2018-12-20,"NH4F",0.014,"grblrnut  "
"1049",2018-12-20,"NO23F",0.188,"grblrnut  "
"1050",2018-12-21,"NH4F",0.017,"grblrnut  "
"1051",2018-12-21,"NO23F",0.1875,"grblrnut  "
"1052",2018-12-21,"PO4F",0.006,"grblrnut  "
"1053",2019-04-23,"CHLA_N",1.83,"grblrnut  "
"1054",2019-04-23,"PO4F",0.005,"grblrnut  "
"1055",2019-04-29,"CHLA_N",1.83,"grblrnut  "
"1056",2019-04-29,"NH4F",0.008,"grblrnut  "
"1057",2019-04-29,"NO23F",0.0546666666666667,"grblrnut  "
"1058",2019-04-29,"PO4F",0.002,"grblrnut  "
"1059",2019-04-30,"CHLA_N",1.605,"grblrnut  "
"1060",2019-04-30,"NH4F",0.0115,"grblrnut  "
"1061",2019-04-30,"NO23F",0.053,"grblrnut  "
"1062",2019-04-30,"PO4F",0.002,"grblrnut  "
"1063",2019-05-20,"CHLA_N",2.18666666666667,"grblrnut  "
"1064",2019-05-20,"NH4F",0.0123333333333333,"grblrnut  "
"1065",2019-05-20,"NO23F",0.09425,"grblrnut  "
"1066",2019-05-20,"PO4F",0.015,"grblrnut  "
"1067",2019-05-21,"CHLA_N",3.33,"grblrnut  "
"1068",2019-05-21,"NH4F",0.0773333333333333,"grblrnut  "
"1069",2019-05-21,"NO23F",0.1015,"grblrnut  "
"1070",2019-05-21,"PO4F",0.0263333333333333,"grblrnut  "
"1071",2019-06-18,"CHLA_N",1.1,"grblrnut  "
"1072",2019-06-18,"NH4F",0.057,"grblrnut  "
"1073",2019-06-18,"PO4F",0.014,"grblrnut  "
"1074",2019-06-27,"CHLA_N",2.17,"grblrnut  "
"1075",2019-06-27,"NH4F",0.107333333333333,"grblrnut  "
"1076",2019-06-27,"NO23F",0.13875,"grblrnut  "
"1077",2019-06-27,"PO4F",0.0796666666666667,"grblrnut  "
"1078",2019-06-28,"CHLA_N",2.5,"grblrnut  "
"1079",2019-06-28,"NH4F",0.1165,"grblrnut  "
"1080",2019-06-28,"NO23F",0.176,"grblrnut  "
"1081",2019-06-28,"PO4F",0.061,"grblrnut  "
"1082",2019-07-29,"CHLA_N",4.27666666666667,"grblrnut  "
"1083",2019-07-29,"NH4F",0.111,"grblrnut  "
"1084",2019-07-29,"NO23F",0.104333333333333,"grblrnut  "
"1085",2019-07-30,"CHLA_N",4.285,"grblrnut  "
"1086",2019-07-30,"NH4F",0.1125,"grblrnut  "
"1087",2019-07-30,"NO23F",0.1115,"grblrnut  "
"1088",2019-08-06,"NH4F",0.036,"grblrnut  "
"1089",2019-08-20,"CHLA_N",4.33333333333333,"grblrnut  "
"1090",2019-08-20,"NH4F",0.0336666666666667,"grblrnut  "
"1091",2019-08-20,"PO4F",0.0823333333333333,"grblrnut  "
"1092",2019-08-21,"CHLA_N",16.36,"grblrnut  "
"1093",2019-08-21,"NH4F",0.032,"grblrnut  "
"1094",2019-08-21,"PO4F",0.0855,"grblrnut  "
"1095",2019-09-17,"CHLA_N",15.92,"grblrnut  "
"1096",2019-09-19,"CHLA_N",3.94666666666667,"grblrnut  "
"1097",2019-09-20,"CHLA_N",6.445,"grblrnut  "
"1098",2019-10-14,"NO23F",0.171,"grblrnut  "
"1099",2019-10-29,"CHLA_N",1.06333333333333,"grblrnut  "
"1100",2019-10-29,"PO4F",0.014,"grblrnut  "
"1101",2019-10-30,"CHLA_N",0.965,"grblrnut  "
"1102",2019-10-30,"PO4F",0.009,"grblrnut  "
"1103",2019-11-11,"NH4F",0.0255,"grblrnut  "
"1104",2019-11-12,"NH4F",0.025,"grblrnut  "
"1105",2019-11-19,"NH4F",0.027,"grblrnut  "
"1106",2019-12-04,"CHLA_N",0.91,"grblrnut  "
"1107",2019-12-04,"PO4F",0.005,"grblrnut  "
"1108",2019-12-09,"NH4F",0.0346666666666667,"grblrnut  "
"1109",2019-12-09,"NO23F",0.158,"grblrnut  "
"1110",2019-12-09,"PO4F",0.005,"grblrnut  "
"1111",2019-12-10,"NH4F",0.021,"grblrnut  "
"1112",2019-12-10,"NO23F",0.144,"grblrnut  "
"1113",2019-12-10,"PO4F",0.006,"grblrnut  "
"1114",2020-05-11,"CHLA_N",2,"grblrnut  "
"1115",2020-05-11,"PO4F",0.005,"grblrnut  "
"1116",2020-05-31,"CHLA_N",3.35,"grblrnut  "
"1117",2020-05-31,"PO4F",0.054,"grblrnut  "
"1118",2020-06-01,"CHLA_N",3.3,"grblrnut  "
"1119",2020-06-01,"PO4F",0.0315,"grblrnut  "
"1120",2020-06-09,"CHLA_N",4.1,"grblrnut  "
"1121",2020-06-09,"NH4F",0.05,"grblrnut  "
"1122",2020-06-15,"NH4F",0.133333333333333,"grblrnut  "
"1123",2020-06-16,"NH4F",0.1265,"grblrnut  "
"1124",2020-07-07,"CHLA_N",30.9,"grblrnut  "
"1125",2020-07-16,"CHLA_N",2.1,"grblrnut  "
"1126",2020-07-17,"CHLA_N",15.1,"grblrnut  "
"1127",2020-08-24,"CHLA_N",5.7,"grblrnut  "
"1128",2020-09-13,"CHLA_N",2.26666666666667,"grblrnut  "
"1129",2020-09-13,"NH4F",0.215,"grblrnut  "
"1130",2020-09-13,"PO4F",0.083,"grblrnut  "
"1131",2020-09-14,"CHLA_N",1.8,"grblrnut  "
"1132",2020-09-14,"NH4F",0.22,"grblrnut  "
"1133",2020-09-14,"PO4F",0.0955,"grblrnut  "
"1134",2020-09-21,"CHLA_N",8.6,"grblrnut  "
"1135",2020-09-21,"NH4F",0.098,"grblrnut  "
"1136",2020-09-21,"PO4F",0.045,"grblrnut  "
"1137",2020-09-24,"CHLA_N",6.1,"grblrnut  "
"1138",2020-09-24,"NH4F",0.05825,"grblrnut  "
"1139",2020-09-24,"NO23F",0.0335,"grblrnut  "
"1140",2020-09-24,"PO4F",0.052,"grblrnut  "
"1141",2020-09-25,"CHLA_N",5.75,"grblrnut  "
"1142",2020-09-25,"NH4F",0.056,"grblrnut  "
"1143",2020-09-25,"NO23F",0.034,"grblrnut  "
"1144",2020-09-25,"PO4F",0.0405,"grblrnut  "
"1145",2020-10-19,"NO23F",0.098,"grblrnut  "
"1146",2020-10-21,"CHLA_N",2.8,"grblrnut  "
"1147",2020-10-22,"CHLA_N",4.8,"grblrnut  "
"1148",2020-11-02,"NH4F",0.033,"grblrnut  "
"1149",2020-11-19,"CHLA_N",2.86666666666667,"grblrnut  "
"1150",2020-11-19,"NH4F",0.0363333333333333,"grblrnut  "
"1151",2020-11-19,"NO23F",0.122,"grblrnut  "
"1152",2020-11-19,"PO4F",0.0313333333333333,"grblrnut  "
"1153",2020-11-20,"CHLA_N",3.15,"grblrnut  "
"1154",2020-11-20,"NH4F",0.0435,"grblrnut  "
"1155",2020-11-20,"NO23F",0.119,"grblrnut  "
"1156",2020-11-20,"PO4F",0.027,"grblrnut  "
"1157",2020-12-03,"CHLA_N",2.725,"grblrnut  "
"1158",2020-12-03,"NH4F",0.022,"grblrnut  "
"1159",2020-12-03,"NO23F",0.134333333333333,"grblrnut  "
"1160",2020-12-03,"PO4F",0.0125,"grblrnut  "
"1161",2020-12-04,"CHLA_N",2.3,"grblrnut  "
"1162",2020-12-04,"NH4F",0.014,"grblrnut  "
"1163",2020-12-04,"NO23F",0.123,"grblrnut  "
"1164",2020-12-04,"PO4F",0.012,"grblrnut  "
"1165",2020-12-07,"CHLA_N",2.2,"grblrnut  "
"1166",2020-12-07,"PO4F",0.01,"grblrnut  "
"1167",2007-04-25,"NH4F",0.0623,"grbornut  "
"1168",2007-04-25,"NO23F",0.15015,"grbornut  "
"1169",2007-04-25,"PO4F",0.0202,"grbornut  "
"1170",2007-05-14,"CHLA_N",2.64,"grbornut  "
"1171",2007-05-14,"NH4F",0.0488,"grbornut  "
"1172",2007-05-14,"NO2F",0.0032,"grbornut  "
"1173",2007-06-26,"CHLA_N",4.435,"grbornut  "
"1174",2007-06-26,"NO2F",0.0069,"grbornut  "
"1175",2007-07-25,"CHLA_N",18.67,"grbornut  "
"1176",2007-07-25,"NO2F",0.00635,"grbornut  "
"1177",2007-08-29,"CHLA_N",8.145,"grbornut  "
"1178",2007-08-29,"NO2F",0.0068,"grbornut  "
"1179",2007-09-17,"CHLA_N",6.705,"grbornut  "
"1180",2007-10-23,"CHLA_N",5.955,"grbornut  "
"1181",2007-10-23,"NO2F",0.00605,"grbornut  "
"1182",2007-11-27,"NO3F",0.3726,"grbornut  "
"1183",2007-11-27,"PO4F",0.0346,"grbornut  "
"1184",2008-04-23,"NO3F",0.1225,"grbornut  "
"1185",2008-04-23,"PO4F",0.0222,"grbornut  "
"1186",2008-05-08,"NO23F",0.152,"grbornut  "
"1187",2008-05-08,"NO3F",0.047,"grbornut  "
"1188",2008-05-08,"PO4F",0.0092,"grbornut  "
"1189",2008-06-11,"NH4F",0.06,"grbornut  "
"1190",2008-06-11,"NO23F",0.069,"grbornut  "
"1191",2008-07-07,"NH4F",0.0575,"grbornut  "
"1192",2008-07-07,"NO23F",0.1075,"grbornut  "
"1193",2008-08-28,"NH4F",0.039,"grbornut  "
"1194",2008-08-28,"NO23F",0.0815,"grbornut  "
"1195",2008-09-24,"NH4F",0.066,"grbornut  "
"1196",2008-09-24,"NO23F",0.079,"grbornut  "
"1197",2008-10-20,"NH4F",0.057,"grbornut  "
"1198",2008-10-20,"NO23F",0.1775,"grbornut  "
"1199",2008-11-25,"NH4F",0.173,"grbornut  "
"1200",2008-11-25,"NO23F",0.311,"grbornut  "
"1201",2009-04-29,"NO23F",0.071,"grbornut  "
"1202",2009-04-29,"PO4F",0.015,"grbornut  "
"1203",2009-05-26,"NH4F",0.104,"grbornut  "
"1204",2009-05-26,"PO4F",0.049,"grbornut  "
"1205",2009-06-29,"NO23F",0.147,"grbornut  "
"1206",2009-07-29,"NH4F",0.012,"grbornut  "
"1207",2009-08-26,"PO4F",0.053,"grbornut  "
"1208",2009-09-24,"NH4F",0.079,"grbornut  "
"1209",2009-09-24,"NO23F",0.154,"grbornut  "
"1210",2009-09-24,"PO4F",0.141,"grbornut  "
"1211",2009-10-22,"NO23F",0.146,"grbornut  "
"1212",2009-11-19,"NH4F",0.084,"grbornut  "
"1213",2010-04-22,"PO4F",0.012,"grbornut  "
"1214",2010-05-27,"NO23F",0.072,"grbornut  "
"1215",2010-06-21,"NH4F",0.012,"grbornut  "
"1216",2010-07-27,"PO4F",0.029,"grbornut  "
"1217",2010-08-30,"NO23F",0.124,"grbornut  "
"1218",2010-09-29,"NO23F",0.112,"grbornut  "
"1219",2010-09-29,"PO4F",0.103,"grbornut  "
"1220",2010-10-27,"NH4F",0.037,"grbornut  "
"1221",2010-11-16,"CHLA_N",5.61,"grbornut  "
"1222",2010-11-16,"PO4F",0.08,"grbornut  "
"1223",2011-04-26,"CHLA_N",0.66,"grbornut  "
"1224",2011-05-23,"NO23F",0.144,"grbornut  "
"1225",2011-06-07,"NH4F",0.047,"grbornut  "
"1226",2011-07-18,"PO4F",0.065,"grbornut  "
"1227",2011-08-22,"PO4F",0.077,"grbornut  "
"1228",2011-09-26,"CHLA_N",6.48,"grbornut  "
"1229",2011-09-26,"PO4F",0.071,"grbornut  "
"1230",2011-10-24,"NO23F",0.158,"grbornut  "
"1231",2011-11-07,"NH4F",0.054,"grbornut  "
"1232",2012-03-26,"CHLA_N",2.25,"grbornut  "
"1233",2012-03-26,"NO23F",0.064,"grbornut  "
"1234",2012-03-26,"PO4F",0.0135,"grbornut  "
"1235",2012-04-17,"NH4F",0.091,"grbornut  "
"1236",2012-05-30,"CHLA_N",9.49,"grbornut  "
"1237",2012-05-30,"PO4F",0.026,"grbornut  "
"1238",2012-06-25,"NO23F",0.098,"grbornut  "
"1239",2012-07-23,"NH4F",0.052,"grbornut  "
"1240",2012-08-08,"CHLA_N",2.79,"grbornut  "
"1241",2012-08-08,"NH4F",0.014,"grbornut  "
"1242",2012-08-08,"PO4F",0.076,"grbornut  "
"1243",2012-09-24,"CHLA_N",2.44,"grbornut  "
"1244",2012-09-24,"PO4F",0.088,"grbornut  "
"1245",2012-10-24,"NO23F",0.106,"grbornut  "
"1246",2012-11-26,"CHLA_N",1.77,"grbornut  "
"1247",2012-11-26,"NH4F",0.098,"grbornut  "
"1248",2012-11-26,"NO23F",0.141,"grbornut  "
"1249",2012-11-26,"PO4F",0.042,"grbornut  "
"1250",2013-04-22,"CHLA_N",5.11,"grbornut  "
"1251",2013-04-22,"PO4F",0.009,"grbornut  "
"1252",2013-05-22,"NO23F",0.116,"grbornut  "
"1253",2013-06-19,"NH4F",0.071,"grbornut  "
"1254",2013-07-09,"CHLA_N",11.75,"grbornut  "
"1255",2013-07-09,"PO4F",0.039,"grbornut  "
"1256",2013-08-14,"CHLA_N",4.44,"grbornut  "
"1257",2013-08-14,"NH4F",0.031,"grbornut  "
"1258",2013-08-14,"NO23F",0.056,"grbornut  "
"1259",2013-08-14,"PO4F",0.066,"grbornut  "
"1260",2013-09-10,"NO23F",0.08,"grbornut  "
"1261",2013-10-08,"NH4F",0.096,"grbornut  "
"1262",2013-11-14,"CHLA_N",1.23,"grbornut  "
"1263",2013-11-14,"PO4F",0.077,"grbornut  "
"1264",2014-04-23,"NO23F",0.111,"grbornut  "
"1265",2014-04-23,"PO4F",0.02,"grbornut  "
"1266",2014-05-12,"NH4F",0.047,"grbornut  "
"1267",2014-06-03,"PO4F",0.039,"grbornut  "
"1268",2014-07-07,"NO23F",0.111,"grbornut  "
"1269",2014-08-20,"NH4F",0.122,"grbornut  "
"1270",2014-08-20,"NO23F",0.091,"grbornut  "
"1271",2014-08-20,"PO4F",0.065,"grbornut  "
"1272",2014-09-25,"NH4F",0.154,"grbornut  "
"1273",2014-10-20,"PO4F",0.09,"grbornut  "
"1274",2014-11-13,"NO23F",0.122,"grbornut  "
"1275",2014-12-01,"NH4F",0.044,"grbornut  "
"1276",2015-04-27,"NO23F",0.111,"grbornut  "
"1277",2015-04-27,"PO4F",0.012,"grbornut  "
"1278",2015-05-13,"NH4F",0.161,"grbornut  "
"1279",2015-05-13,"PO4F",0.027,"grbornut  "
"1280",2015-06-08,"NH4F",0.082,"grbornut  "
"1281",2015-06-08,"NO23F",0.1305,"grbornut  "
"1282",2015-06-08,"PO4F",0.025,"grbornut  "
"1283",2015-07-07,"NH4F",0.1,"grbornut  "
"1284",2015-07-07,"PO4F",0.087,"grbornut  "
"1285",2015-08-03,"NO23F",0.022,"grbornut  "
"1286",2015-09-01,"NH4F",0.167,"grbornut  "
"1287",2015-09-01,"NO23F",0.115,"grbornut  "
"1288",2015-09-01,"PO4F",0.0685,"grbornut  "
"1289",2015-10-15,"NH4F",0.117,"grbornut  "
"1290",2015-10-15,"NO23F",0.089,"grbornut  "
"1291",2015-11-17,"NO23F",0.165,"grbornut  "
"1292",2015-11-17,"PO4F",0.095,"grbornut  "
"1293",2015-12-01,"NH4F",0.08,"grbornut  "
"1294",2015-12-01,"PO4F",0.088,"grbornut  "
"1295",2016-03-30,"PO4F",0.015,"grbornut  "
"1296",2016-05-09,"NH4F",0.048,"grbornut  "
"1297",2016-06-22,"PO4F",0.049,"grbornut  "
"1298",2016-07-13,"NH4F",0.026,"grbornut  "
"1299",2016-07-13,"NO23F",0.023,"grbornut  "
"1300",2016-07-13,"PO4F",0.054,"grbornut  "
"1301",2016-08-08,"NO23F",0.038,"grbornut  "
"1302",2016-09-06,"NH4F",0.072,"grbornut  "
"1303",2016-09-06,"NO23F",0.054,"grbornut  "
"1304",2016-09-06,"PO4F",0.143,"grbornut  "
"1305",2016-10-04,"NH4F",0.058,"grbornut  "
"1306",2016-11-01,"CHLA_N",2.52,"grbornut  "
"1307",2016-12-06,"NO23F",0.389,"grbornut  "
"1308",2017-04-17,"PO4F",0.008,"grbornut  "
"1309",2017-05-18,"CHLA_N",2.7,"grbornut  "
"1310",2017-05-18,"NH4F",0.119,"grbornut  "
"1311",2017-05-18,"NO23F",0.099,"grbornut  "
"1312",2017-05-18,"PO4F",0.015,"grbornut  "
"1313",2017-06-12,"NO23F",0.102,"grbornut  "
"1314",2017-07-11,"NH4F",0.044,"grbornut  "
"1315",2017-07-11,"NO23F",0.02,"grbornut  "
"1316",2017-07-11,"PO4F",0.037,"grbornut  "
"1317",2017-08-08,"NH4F",0.044,"grbornut  "
"1318",2017-09-11,"PO4F",0.058,"grbornut  "
"1319",2017-10-23,"CHLA_N",18.6,"grbornut  "
"1320",2017-10-23,"NH4F",0.107,"grbornut  "
"1321",2017-10-23,"NO23F",0.169,"grbornut  "
"1322",2017-10-23,"PO4F",0.091,"grbornut  "
"1323",2017-11-08,"NO23F",0.12,"grbornut  "
"1324",2017-12-07,"NH4F",0.093,"grbornut  "
"1325",2018-04-10,"PO4F",0.026,"grbornut  "
"1326",2018-05-21,"NO23F",0.088,"grbornut  "
"1327",2018-06-19,"NH4F",0.044,"grbornut  "
"1328",2018-06-19,"NO23F",0.049,"grbornut  "
"1329",2018-06-19,"PO4F",0.025,"grbornut  "
"1330",2018-07-09,"NH4F",0.018,"grbornut  "
"1331",2018-08-14,"PO4F",0.056,"grbornut  "
"1332",2018-09-25,"NO23F",0.104,"grbornut  "
"1333",2018-10-15,"NH4F",0.047,"grbornut  "
"1334",2018-11-12,"CHLA_N",0.53,"grbornut  "
"1335",2018-11-12,"PO4F",0.026,"grbornut  "
"1336",2019-04-23,"CHLA_N",2.98,"grbornut  "
"1337",2019-04-23,"PO4F",0.019,"grbornut  "
"1338",2019-05-21,"NO23F",0.087,"grbornut  "
"1339",2019-06-18,"NH4F",0.057,"grbornut  "
"1340",2019-07-09,"CHLA_N",11.76,"grbornut  "
"1341",2019-07-09,"PO4F",0.029,"grbornut  "
"1342",2019-08-06,"CHLA_N",16.39,"grbornut  "
"1343",2019-08-06,"NO23F",0.037,"grbornut  "
"1344",2019-11-19,"CHLA_N",1.36,"grbornut  "
"1345",2019-11-19,"NH4F",0.064,"grbornut  "
"1346",2019-12-04,"CHLA_N",1.25,"grbornut  "
"1347",2019-12-04,"PO4F",0.029,"grbornut  "
"1348",2020-05-11,"CHLA_N",8.1,"grbornut  "
"1349",2020-05-11,"PO4F",0.013,"grbornut  "
"1350",2020-07-07,"CHLA_N",5.7,"grbornut  "
"1351",2020-08-24,"NH4F",0.059,"grbornut  "
"1352",2020-09-21,"PO4F",0.084,"grbornut  "
"1353",2020-10-19,"CHLA_N",2.1,"grbornut  "
"1354",2020-10-19,"NH4F",0.062,"grbornut  "
"1355",2020-10-19,"NO23F",0.127,"grbornut  "
"1356",2020-10-19,"PO4F",0.057,"grbornut  "
"1357",2020-11-02,"NO23F",0.108,"grbornut  "
"1358",2020-12-07,"NH4F",0.025,"grbornut  "
"1359",2007-05-14,"NH4F",0.0704,"grbsqnut  "
"1360",2007-05-14,"NO23F",0.09695,"grbsqnut  "
"1361",2007-05-14,"PO4F",0.0145,"grbsqnut  "
"1362",2007-06-26,"CHLA_N",4.39,"grbsqnut  "
"1363",2007-06-26,"NH4F",0.03205,"grbsqnut  "
"1364",2007-06-26,"NO23F",0.0406,"grbsqnut  "
"1365",2007-07-25,"NO2F",0.0087,"grbsqnut  "
"1366",2007-08-29,"NO23F",0.0316,"grbsqnut  "
"1367",2007-08-29,"PO4F",0.0302,"grbsqnut  "
"1368",2007-09-17,"NH4F",0.186,"grbsqnut  "
"1369",2007-09-17,"NO23F",0.17605,"grbsqnut  "
"1370",2007-10-23,"CHLA_N",6.22,"grbsqnut  "
"1371",2007-10-23,"NH4F",0.0103,"grbsqnut  "
"1372",2008-04-23,"NO3F",0.131,"grbsqnut  "
"1373",2008-04-23,"PO4F",0.02385,"grbsqnut  "
"1374",2008-05-08,"NO3F",0.0915,"grbsqnut  "
"1375",2008-05-08,"PO4F",0.0163,"grbsqnut  "
"1376",2008-06-11,"CHLA_N",7.2,"grbsqnut  "
"1377",2008-06-11,"NO23F",0.016,"grbsqnut  "
"1378",2008-06-11,"NO2F",0.008,"grbsqnut  "
"1379",2008-06-11,"PO4F",0.0106,"grbsqnut  "
"1380",2008-07-07,"CHLA_N",16.46,"grbsqnut  "
"1381",2008-07-07,"NO2F",0.044,"grbsqnut  "
"1382",2008-08-28,"CHLA_N",8.76,"grbsqnut  "
"1383",2008-08-28,"NO2F",0.0095,"grbsqnut  "
"1384",2008-09-24,"CHLA_N",4.625,"grbsqnut  "
"1385",2008-09-24,"NO2F",0.007,"grbsqnut  "
"1386",2008-10-20,"CHLA_N",3.89,"grbsqnut  "
"1387",2008-10-20,"NO2F",0.0085,"grbsqnut  "
"1388",2009-04-29,"NO23F",0.095,"grbsqnut  "
"1389",2009-04-29,"PO4F",0.035,"grbsqnut  "
"1390",2009-05-26,"NH4F",0.085,"grbsqnut  "
"1391",2009-05-26,"PO4F",0.015,"grbsqnut  "
"1392",2009-06-29,"NO23F",0.121,"grbsqnut  "
"1393",2009-07-29,"NH4F",0.076,"grbsqnut  "
"1394",2009-08-26,"NO23F",0.19,"grbsqnut  "
"1395",2009-08-26,"PO4F",0.049,"grbsqnut  "
"1396",2009-09-24,"PO4F",0.043,"grbsqnut  "
"1397",2009-10-22,"NH4F",0.067,"grbsqnut  "
"1398",2009-10-22,"NO23F",0.175,"grbsqnut  "
"1399",2009-11-19,"NH4F",0.222,"grbsqnut  "
"1400",2009-11-19,"NO23F",0.1,"grbsqnut  "
"1401",2009-11-19,"PO4F",0.027,"grbsqnut  "
"1402",2009-12-07,"NO23F",0.135,"grbsqnut  "
"1403",2010-04-22,"PO4F",0.016,"grbsqnut  "
"1404",2010-05-27,"NO23F",0.121,"grbsqnut  "
"1405",2010-06-21,"NH4F",0.215,"grbsqnut  "
"1406",2010-07-27,"PO4F",0.037,"grbsqnut  "
"1407",2010-08-30,"NH4F",0.058,"grbsqnut  "
"1408",2010-08-30,"NO23F",0.107,"grbsqnut  "
"1409",2010-08-30,"PO4F",0.033,"grbsqnut  "
"1410",2010-09-29,"NO23F",0.081,"grbsqnut  "
"1411",2010-10-27,"NH4F",0.1,"grbsqnut  "
"1412",2010-11-16,"CHLA_N",4.91,"grbsqnut  "
"1413",2010-11-16,"PO4F",0.033,"grbsqnut  "
"1414",2010-12-09,"NO23F",0.185,"grbsqnut  "
"1415",2011-04-26,"CHLA_N",3.99,"grbsqnut  "
"1416",2011-04-26,"PO4F",0.006,"grbsqnut  "
"1417",2011-05-23,"NO23F",0.086,"grbsqnut  "
"1418",2011-06-07,"CHLA_N",2.88,"grbsqnut  "
"1419",2011-06-07,"NH4F",0.095,"grbsqnut  "
"1420",2011-06-07,"NO23F",0.129666666666667,"grbsqnut  "
"1421",2011-06-07,"PO4F",0.0176666666666667,"grbsqnut  "
"1422",2011-07-18,"NH4F",0.079,"grbsqnut  "
"1423",2011-08-22,"CHLA_N",9.69,"grbsqnut  "
"1424",2011-08-22,"NH4F",0.117,"grbsqnut  "
"1425",2011-08-22,"NO23F",0.0986666666666667,"grbsqnut  "
"1426",2011-08-22,"PO4F",0.045,"grbsqnut  "
"1427",2011-09-26,"CHLA_N",1.49,"grbsqnut  "
"1428",2011-09-26,"PO4F",0.035,"grbsqnut  "
"1429",2011-10-24,"NO23F",0.128,"grbsqnut  "
"1430",2011-11-07,"NH4F",0.162,"grbsqnut  "
"1431",2011-12-05,"CHLA_N",1.43,"grbsqnut  "
"1432",2011-12-05,"PO4F",0.024,"grbsqnut  "
"1433",2012-03-26,"CHLA_N",4.63,"grbsqnut  "
"1434",2012-03-26,"PO4F",0.017,"grbsqnut  "
"1435",2012-04-17,"NO23F",0.096,"grbsqnut  "
"1436",2012-05-30,"CHLA_N",2.06,"grbsqnut  "
"1437",2012-05-30,"NH4F",0.114,"grbsqnut  "
"1438",2012-05-30,"NO23F",0.124,"grbsqnut  "
"1439",2012-05-30,"PO4F",0.02,"grbsqnut  "
"1440",2012-06-25,"NH4F",0.036,"grbsqnut  "
"1441",2012-07-23,"CHLA_N",4.89,"grbsqnut  "
"1442",2012-07-23,"PO4F",0.055,"grbsqnut  "
"1443",2012-08-08,"NO23F",0.195,"grbsqnut  "
"1444",2012-09-24,"CHLA_N",2.21,"grbsqnut  "
"1445",2012-09-24,"NH4F",0.123,"grbsqnut  "
"1446",2012-09-24,"NO23F",0.056,"grbsqnut  "
"1447",2012-09-24,"PO4F",0.054,"grbsqnut  "
"1448",2012-10-24,"NH4F",0.18,"grbsqnut  "
"1449",2012-11-26,"CHLA_N",4.4,"grbsqnut  "
"1450",2012-11-26,"PO4F",0.025,"grbsqnut  "
"1451",2012-12-04,"NO23F",0.203,"grbsqnut  "
"1452",2013-04-22,"CHLA_N",6.1,"grbsqnut  "
"1453",2013-04-22,"PO4F",0.015,"grbsqnut  "
"1454",2013-05-22,"NO23F",0.095,"grbsqnut  "
"1455",2013-06-19,"CHLA_N",6.85,"grbsqnut  "
"1456",2013-06-19,"NH4F",0.281,"grbsqnut  "
"1457",2013-06-19,"NO23F",0.15,"grbsqnut  "
"1458",2013-06-19,"PO4F",0.043,"grbsqnut  "
"1459",2013-07-09,"NH4F",0.333,"grbsqnut  "
"1460",2013-08-14,"CHLA_N",5.97,"grbsqnut  "
"1461",2013-08-14,"PO4F",0.057,"grbsqnut  "
"1462",2013-09-10,"NO23F",0.185,"grbsqnut  "
"1463",2013-10-08,"NH4F",0.187,"grbsqnut  "
"1464",2013-11-14,"CHLA_N",2.23,"grbsqnut  "
"1465",2013-11-14,"PO4F",0.04,"grbsqnut  "
"1466",2013-12-10,"NO23F",0.252,"grbsqnut  "
"1467",2014-04-23,"PO4F",0.015,"grbsqnut  "
"1468",2014-05-12,"NO23F",0.096,"grbsqnut  "
"1469",2014-06-03,"NH4F",0.223,"grbsqnut  "
"1470",2014-06-03,"NO23F",0.163,"grbsqnut  "
"1471",2014-06-03,"PO4F",0.027,"grbsqnut  "
"1472",2014-07-07,"NH4F",0.356,"grbsqnut  "
"1473",2014-08-20,"PO4F",0.052,"grbsqnut  "
"1474",2014-09-25,"NH4F",0.122,"grbsqnut  "
"1475",2014-09-25,"NO23F",0.13,"grbsqnut  "
"1476",2014-09-25,"PO4F",0.049,"grbsqnut  "
"1477",2014-10-20,"NO23F",0.153,"grbsqnut  "
"1478",2014-11-13,"NH4F",0.408,"grbsqnut  "
"1479",2014-12-01,"NH4F",0.313,"grbsqnut  "
"1480",2014-12-01,"NO23F",0.161,"grbsqnut  "
"1481",2014-12-01,"PO4F",0.038,"grbsqnut  "
"1482",2015-04-27,"PO4F",0.021,"grbsqnut  "
"1483",2015-05-13,"NH4F",0.194,"grbsqnut  "
"1484",2015-05-13,"NO23F",0.102,"grbsqnut  "
"1485",2015-05-13,"PO4F",0.018,"grbsqnut  "
"1486",2015-06-08,"NO23F",0.096,"grbsqnut  "
"1487",2015-07-07,"NH4F",0.18,"grbsqnut  "
"1488",2015-08-03,"PO4F",0.044,"grbsqnut  "
"1489",2015-09-01,"NO23F",0.177,"grbsqnut  "
"1490",2015-10-15,"NH4F",0.16,"grbsqnut  "
"1491",2015-11-17,"NH4F",0.18,"grbsqnut  "
